,ID,Date,Price,Bedrooms,Bathrooms,Sqft_living,Sqft_lot,Floors,Condition,Grade,Sqft_above,Sqft_basement,Year_built,Location
11785,5379800500,20140930T000000,255000,3,1.5,910,25500,1,3,5,910,0,1943,98188 - SeaTac
11786,5379800810,20140807T000000,198000,2,1,790,14200,1,3,7,790,0,1951,98188 - SeaTac
11787,5379800862,20150429T000000,360000,5,3,2480,7200,1,3,7,1560,920,1999,98188 - SeaTac
11788,5379801600,20150424T000000,255000,2,1.5,1480,9660,1,3,7,1480,0,1949,98188 - SeaTac
11789,5379801920,20150415T000000,500000,4,2.5,3630,7482,2,3,10,3630,0,2008,98188 - SeaTac
11790,5379801972,20140818T000000,265000,5,4,1400,8580,1,5,7,900,500,1954,98188 - SeaTac
11791,5379802090,20140714T000000,170000,3,1,1250,7015,1,3,7,1250,0,1958,98188 - SeaTac
11792,5379802181,20141119T000000,193000,2,1,680,8640,1,4,5,680,0,1951,98188 - SeaTac
11793,5379802650,20150225T000000,273000,3,1,1560,7800,1,3,7,1560,0,1955,98188 - SeaTac
11794,5379802816,20150224T000000,197000,4,1,1360,11175,1,3,7,1360,0,1961,98188 - SeaTac
11795,5379802871,20150312T000000,217500,3,1,1040,9750,1,3,7,1040,0,1959,98188 - SeaTac
11796,5379803372,20141112T000000,495000,4,2.5,3390,7870,2,3,8,3390,0,2014,98188 - SeaTac
11797,5379803386,20140801T000000,289950,4,1.75,1500,8400,1,3,7,1200,300,1956,98188 - SeaTac
11798,5379804393,20150217T000000,325000,4,2.75,1960,8937,1,5,7,980,980,1954,98188 - SeaTac
11799,5379804470,20140617T000000,170000,4,1,1920,13787,1,4,7,1220,700,1966,98188 - SeaTac
11800,5379804537,20140826T000000,270000,3,2.25,1760,8287,1,3,7,1160,600,1986,98188 - SeaTac
11801,5379804690,20140813T000000,249000,3,1.75,2120,18335,1,3,7,1380,740,1961,98188 - SeaTac
11802,5379804730,20140718T000000,156000,3,1,770,9750,1,3,6,770,0,1941,98188 - SeaTac
11803,5379804888,20150421T000000,380000,4,1.75,1740,9150,1,3,7,1740,0,1974,98188 - SeaTac
11804,5379805120,20150424T000000,213000,2,1,740,7380,1,4,6,740,0,1951,98188 - SeaTac
11805,5379805121,20141229T000000,377500,4,2.5,2640,10720,2,3,8,2640,0,1999,98188 - SeaTac
11806,5379805160,20141002T000000,242000,5,2.25,2340,7494,1,3,7,1170,1170,1951,98188 - SeaTac
11807,5379805253,20141020T000000,240000,2,1,870,8400,1,3,7,870,0,1960,98188 - SeaTac
11808,5379805260,20150326T000000,400200,4,3.5,2260,30250,2,3,7,2260,0,2013,98188 - SeaTac
11809,5379805460,20150121T000000,245000,3,1.5,1360,8910,2,5,7,1360,0,1949,98188 - SeaTac
11810,5379805475,20140609T000000,234999,3,1,1330,8912,1,3,6,1330,0,1948,98188 - SeaTac
11811,5379805495,20150413T000000,179000,2,1,720,8914,1,3,6,720,0,1949,98188 - SeaTac
11812,5379805885,20140521T000000,240000,2,1.75,1330,7200,1,3,7,1330,0,1993,98188 - SeaTac
11813,5379805910,20141113T000000,314000,5,2.75,2210,13500,1,5,7,1460,750,1963,98188 - SeaTac
11814,5379806155,20140910T000000,216500,3,1,1020,11652,1,4,6,1020,0,1971,98188 - SeaTac
11815,5379806185,20150306T000000,185850,3,1.5,1630,11662,1,3,7,1630,0,1943,98188 - SeaTac
11816,5379806590,20150430T000000,280000,3,1.5,1430,8861,1,3,7,1430,0,1956,98188 - SeaTac
11817,5381000048,20150427T000000,110000,2,1,790,8250,1,3,6,790,0,1947,98188 - SeaTac
11818,5381000070,20140826T000000,204950,2,0.75,1130,11429,1,3,7,1130,0,1956,98188 - SeaTac
11819,5381000072,20140514T000000,349950,5,3,2257,10117,1,3,8,1363,894,2005,98188 - SeaTac
11820,5381000082,20150108T000000,185000,2,1,670,6750,1,4,5,670,0,1947,98188 - SeaTac
11821,5381000352,20140622T000000,330000,4,2.5,2380,13550,2,3,7,2380,0,1999,98188 - SeaTac
11822,5381000411,20150410T000000,239950,3,1.75,1440,7200,1,3,7,1440,0,1986,98188 - SeaTac
11823,5381000477,20150128T000000,399500,4,2.5,2560,7492,2,3,8,2560,0,2014,98188 - SeaTac
11824,5381600110,20140618T000000,253779,4,2,2030,9600,1.5,3,6,1430,600,1947,98188 - SeaTac
11825,5393600507,20140624T000000,329445,2,1.5,830,1119,2,3,7,830,0,2005,98144 - Seattle
11826,5393600509,20140702T000000,334500,2,1.5,830,1858,2,3,7,830,0,2005,98144 - Seattle
11827,5393600562,20140522T000000,430000,2,2.5,1520,1588,2,3,8,1240,280,2007,98144 - Seattle
11828,5393601050,20140509T000000,445000,4,2,1650,6000,1,5,7,1000,650,1959,98144 - Seattle
11829,5393601635,20141229T000000,515000,5,2,2220,6000,1.5,4,7,1390,830,1925,98144 - Seattle
11830,5393601690,20140720T000000,370000,4,1,1310,6000,1.5,3,7,1310,0,1940,98144 - Seattle
11831,5398600075,20140825T000000,523500,2,2,1600,5969,1,4,7,800,800,1950,98116 - Seattle
11832,5402100045,20150311T000000,189950,4,2,1910,4225,1,4,6,910,1000,1919,98001 - Auburn
11833,5406500170,20141024T000000,645000,4,2.5,2780,4200,2,3,8,2780,0,2001,98075 - Sammamish
11834,5406500430,20150421T000000,712000,4,2.5,2730,4385,2,3,8,2730,0,2001,98075 - Sammamish
11835,5406500440,20140812T000000,690000,4,2.5,2780,6235,2,3,8,2780,0,2001,98075 - Sammamish
11836,5406500480,20140721T000000,668000,4,2.5,2670,4410,2,3,8,2670,0,1999,98075 - Sammamish
11837,5408100035,20150420T000000,568000,3,1,1340,7260,1.5,3,7,1340,0,1953,98125 - Seattle
11838,5409000110,20150506T000000,389000,6,4.5,3560,14010,2,3,7,3560,0,1989,98002 - Auburn
11839,5409800110,20150119T000000,425000,4,2.5,3052,12145,2,3,8,3052,0,2004,98003 - Federal Way
11840,5409800120,20140919T000000,312200,4,2.5,2910,8596,2,3,8,2910,0,2004,98003 - Federal Way
11841,5409800140,20150217T000000,410500,4,2.5,3362,8601,2,3,8,3362,0,2004,98003 - Federal Way
11842,5411600020,20150304T000000,702000,4,2.5,2810,4922,2,3,9,2810,0,2005,98074 - Sammamish
11843,5411600180,20141224T000000,715000,4,2.5,2970,5722,2,3,9,2970,0,2005,98074 - Sammamish
11844,5411600210,20140812T000000,810000,4,3.5,4170,4322,2,3,9,2940,1230,2005,98074 - Sammamish
11845,5411800250,20140724T000000,367000,3,1,810,7000,1,3,7,810,0,1968,98052 - Redmond
11846,5412100240,20141022T000000,340000,4,2.5,2550,7555,2,3,8,2550,0,2001,98001 - Auburn
11847,5412100550,20141208T000000,355000,4,3,2590,7213,2,3,8,2590,0,2001,98001 - Auburn
11848,5412100920,20141203T000000,250000,4,2.75,1830,6643,2,3,8,1830,0,2001,98001 - Auburn
11849,5412101150,20150203T000000,299000,4,2.5,2400,6078,2,3,8,2400,0,2001,98001 - Auburn
11850,5412200180,20150228T000000,285000,3,2.25,1840,6214,1,4,7,1270,570,1983,98031 - Kent
11851,5412200270,20140520T000000,288400,4,2.5,1860,6687,1,4,7,1220,640,1983,98031 - Kent
11852,5412300100,20150325T000000,240000,3,1.75,1420,6984,1,4,7,980,440,1980,98030 - Kent
11853,5412300130,20141119T000000,250000,3,2,1430,7280,1,3,7,990,440,1980,98030 - Kent
11854,5412300410,20150325T000000,248000,3,1,1420,8800,1,4,6,1090,330,1981,98030 - Kent
11855,5412310080,20140612T000000,235000,3,1.75,1840,9697,1,4,7,1500,340,1985,98030 - Kent
11856,5412310170,20140619T000000,177000,3,1.75,1150,8079,1,4,7,1150,0,1983,98030 - Kent
11857,5412400170,20150414T000000,259000,3,2,1390,7120,1,3,7,1390,0,1988,98030 - Kent
11858,5412400180,20150417T000000,267500,3,2.5,1400,7629,1,3,7,1120,280,1988,98030 - Kent
11859,5413200140,20141021T000000,213550,3,2.5,1580,8541,2,3,7,1580,0,1990,98001 - Auburn
11860,5414100040,20140915T000000,299950,2,1,800,3000,1,3,6,800,0,1904,98118 - Seattle
11861,5415000240,20150224T000000,330000,4,1.75,1520,14417,1,4,7,1520,0,1968,98065 - Tokul
11862,5415300060,20140813T000000,435000,6,3.5,2400,8620,2,3,8,1640,760,1987,98034 - Bothell
11863,5415350480,20140617T000000,752000,4,2.5,2940,10382,2,4,9,2940,0,1991,98059 - Renton
11864,5415350770,20140923T000000,747500,4,2.5,2810,11902,2,4,9,2810,0,1993,98059 - Renton
11865,5416100020,20141209T000000,323000,3,1.75,1910,8329,1,3,8,1910,0,2004,98022 - Naco
11866,5416100110,20141118T000000,339000,4,2.5,2840,8746,2,3,8,2840,0,2001,98022 - Naco
11867,5416100160,20150210T000000,353000,3,2.5,2510,9240,2,4,8,2510,0,2001,98022 - Naco
11868,5416100190,20140729T000000,346290,4,2.75,2690,9240,2,3,8,2690,0,1998,98022 - Naco
11869,5416500040,20141017T000000,309000,3,2.5,1990,3614,2,3,7,1990,0,2005,98038 - Hobart
11870,5416500090,20140724T000000,269000,3,2.5,1440,3800,2,3,7,1440,0,2005,98038 - Hobart
11871,5416500260,20140908T000000,285000,3,2.5,1890,3629,2,3,7,1890,0,2005,98038 - Hobart
11872,5416500520,20140825T000000,300000,3,2.5,1750,4200,2,3,7,1750,0,2005,98038 - Hobart
11873,5416500660,20150430T000000,426500,4,2.5,2960,4640,2,3,9,2960,0,2005,98038 - Hobart
11874,5416500680,20140630T000000,449000,4,2.5,2960,6031,2,3,9,2960,0,2005,98038 - Hobart
11875,5416500840,20140627T000000,320000,4,2.5,2570,4865,2,3,8,2570,0,2005,98038 - Hobart
11876,5416500950,20150309T000000,428900,4,2.5,2820,5056,2,3,9,2820,0,2006,98038 - Hobart
11877,5416500980,20140729T000000,419900,4,2.5,2750,5767,2,3,9,2750,0,2005,98038 - Hobart
11878,5416501030,20141124T000000,399000,4,2.5,2800,4687,2,3,9,2800,0,2005,98038 - Hobart
11879,5416510060,20150306T000000,367000,4,2.5,2960,6219,2,3,9,2960,0,2006,98038 - Hobart
11880,5416510110,20140605T000000,297500,4,2.5,1910,5000,2,3,7,1910,0,2005,98038 - Hobart
11881,5416510140,20140710T000000,360000,4,2.5,2380,5000,2,3,8,2380,0,2005,98038 - Hobart
11882,5416510200,20140929T000000,384950,4,2.5,2380,4913,2,3,8,2380,0,2006,98038 - Hobart
11883,5416510490,20140708T000000,355000,4,2.75,3000,5470,2,3,8,3000,0,2005,98038 - Hobart
11884,5416510530,20141124T000000,379950,4,2.5,2580,4818,2,3,8,2580,0,2005,98038 - Hobart
11885,5416510710,20140505T000000,309950,4,2.75,2310,5000,2,3,7,2310,0,2006,98038 - Hobart
11886,5416510830,20140806T000000,300000,4,2.5,1910,4862,2,3,7,1910,0,2005,98038 - Hobart
11887,5416510920,20140616T000000,385000,4,2.5,2960,5054,2,3,9,2960,0,2006,98038 - Hobart
11888,5416510990,20140910T000000,375000,4,2.5,2800,5000,2,3,9,2800,0,2006,98038 - Hobart
11889,5417600130,20141010T000000,244500,2,1,910,9000,1,3,5,910,0,1923,98065 - Tokul
11890,5417600130,20150512T000000,301000,2,1,910,9000,1,3,5,910,0,1923,98065 - Tokul
11891,5417600200,20140728T000000,285000,3,1.75,1930,7200,1.5,3,6,1930,0,1929,98065 - Tokul
11892,5418200245,20150330T000000,781000,3,1.75,1940,8729,1,3,8,1460,480,1960,98125 - Seattle
11893,5418200295,20150309T000000,549500,3,1.75,1620,8438,1,4,8,1620,0,1961,98125 - Seattle
11894,5418200340,20141013T000000,650000,4,2.5,2580,9450,1,4,8,1660,920,1959,98125 - Seattle
11895,5418500650,20150325T000000,586000,4,2.25,1930,8338,1,3,8,1930,0,1968,98125 - Seattle
11896,5418500800,20150429T000000,825000,3,2.25,2510,10418,1,3,8,1810,700,1968,98115 - Seattle
11897,5418500970,20140808T000000,725000,4,2.25,2880,8882,2,4,8,2480,400,1965,98115 - Seattle
11898,5418650080,20140814T000000,900000,4,2.5,3690,11468,2,3,11,3690,0,1987,98027 - Hobart
11899,5419000050,20140917T000000,338500,4,2.5,2717,4513,2,3,8,2717,0,2005,98001 - Auburn
11900,5419800090,20141121T000000,217500,2,2,1070,8400,1,4,7,1070,0,1980,98031 - Kent
11901,5419800220,20140610T000000,250000,3,1.75,1590,7560,1,3,7,1130,460,1984,98031 - Kent
11902,5419800330,20150115T000000,240000,3,2.5,1500,10652,2,4,7,1500,0,1981,98031 - Kent
11903,5419800510,20141117T000000,268500,4,1.75,1420,7500,1,4,7,1080,340,1981,98031 - Kent
11904,5419801120,20150113T000000,314000,3,2.75,1900,8200,2,4,7,1900,0,1984,98031 - Kent
11905,5420300210,20141007T000000,258000,3,1.75,2090,7461,1,3,6,1200,890,1986,98030 - Kent
11906,5420300240,20141205T000000,270000,3,1.75,1800,7763,1,3,6,1470,330,1984,98030 - Kent
11907,5420300270,20140813T000000,231500,4,2.25,2080,7526,1,4,7,1280,800,1985,98030 - Kent
11908,5420800010,20140508T000000,266000,3,2.5,1940,8547,1,3,7,1460,480,1989,98030 - Kent
11909,5420800090,20141117T000000,225000,3,2.5,1590,8449,2,3,7,1590,0,1989,98030 - Kent
11910,5422420120,20140717T000000,252000,3,2,1420,6788,2,3,7,1420,0,1990,98023 - Federal Way
11911,5422420140,20140611T000000,280000,3,2.5,1860,6607,2,3,7,1860,0,1989,98023 - Federal Way
11912,5422420470,20150326T000000,275000,3,2.5,1830,7062,2,3,7,1830,0,1990,98023 - Federal Way
11913,5422430320,20140721T000000,309950,4,2.5,1770,6666,2,3,7,1770,0,1989,98023 - Federal Way
11914,5422500110,20140725T000000,455000,3,2.25,2180,6850,1,3,7,1750,430,1973,98034 - Bothell
11915,5422500220,20150411T000000,479000,4,2.5,2050,6705,1,4,7,1230,820,1973,98034 - Bothell
11916,5422560380,20141222T000000,499000,3,2.5,1720,5940,1,4,8,1000,720,1977,98052 - Redmond
11917,5422560470,20141203T000000,440000,3,2,1650,6408,2,4,8,1650,0,1977,98052 - Redmond
11918,5422560660,20141030T000000,407000,2,2.5,1700,6635,2,4,8,1700,0,1976,98052 - Redmond
11919,5422560810,20140714T000000,406500,2,1.75,1510,5319,2,4,8,1510,0,1978,98052 - Redmond
11920,5422560830,20150413T000000,468000,2,1.75,1510,4500,1,3,8,1510,0,1978,98052 - Redmond
11921,5422560850,20141210T000000,541338,3,2.5,2060,8123,2,3,8,1010,1050,1977,98052 - Redmond
11922,5422560860,20150410T000000,450000,2,2,1610,6160,2,4,8,1610,0,1977,98052 - Redmond
11923,5422560900,20140807T000000,450000,3,2.25,1960,6500,2,4,8,1960,0,1977,98052 - Redmond
11924,5422560930,20150316T000000,453000,3,2.5,1750,3900,2,3,8,1750,0,1977,98052 - Redmond
11925,5422570260,20140929T000000,405000,2,2.5,1790,5400,2,4,8,1790,0,1979,98052 - Redmond
11926,5422570760,20141014T000000,445000,3,1.75,1850,7056,2.5,4,8,1850,0,1979,98052 - Redmond
11927,5422810010,20140819T000000,350000,4,2.5,2810,10433,2,3,8,2810,0,2001,98022 - Naco
11928,5422950020,20140630T000000,345000,4,2.5,2280,5000,2,3,7,2280,0,2006,98038 - Hobart
11929,5422950040,20140725T000000,410000,5,2.75,2910,5802,2,3,7,2910,0,2006,98038 - Hobart
11930,5422950080,20140825T000000,305000,4,2.5,2280,3800,2,3,7,2280,0,2006,98038 - Hobart
11931,5422950170,20141112T000000,405000,5,2.5,3370,5092,2,3,7,3370,0,2006,98038 - Hobart
11932,5423010180,20140724T000000,825000,4,2.25,2770,9340,2,4,9,2770,0,1979,98027 - Hobart
11933,5423030040,20150406T000000,685000,3,2.5,2520,10175,1,3,8,1630,890,1979,98027 - Hobart
11934,5423030300,20140519T000000,525000,4,1.75,2420,7672,1,3,8,1480,940,1979,98027 - Hobart
11935,5423030380,20150506T000000,725000,4,1.75,2350,7574,1,3,8,1720,630,1979,98027 - Hobart
11936,5423040140,20150402T000000,680000,3,2.25,2300,9914,2,4,8,2300,0,1980,98027 - Hobart
11937,5423500240,20140624T000000,194000,3,1,1050,7577,1,3,7,1050,0,1983,98023 - Federal Way
11938,5423600040,20140707T000000,542500,3,2.5,2040,10086,2,3,8,2040,0,1987,98052 - Redmond
11939,5423600080,20140918T000000,540000,3,2.5,1720,11656,2,3,8,1720,0,1987,98052 - Redmond
11940,5423600100,20140805T000000,604000,6,3.5,2580,13572,1,3,8,1290,1290,1987,98052 - Redmond
11941,5424100030,20150211T000000,327555,3,2.5,2329,5720,2,3,8,2329,0,2010,98030 - Kent
11942,5425700150,20140804T000000,787500,4,1.75,1580,9382,1,3,7,1080,500,1963,98039 - Medina
11943,5425700205,20140520T000000,1800000,4,3.5,4460,16953,1,3,9,2550,1910,1962,98039 - Medina
11944,5426300060,20141008T000000,1000000,3,2.25,2300,15952,1,4,8,1150,1150,1963,98039 - Medina
11945,5427100150,20140626T000000,1410000,4,2.25,3250,16684,2,3,9,3250,0,1979,98039 - Medina
11946,5427110040,20140609T000000,1230000,4,2.5,2740,16007,2,3,9,2740,0,1984,98039 - Medina
11947,5430300106,20150311T000000,460000,2,1,1030,5934,1,4,7,1030,0,1928,98115 - Seattle
11948,5430300120,20141113T000000,1100000,5,2.25,4320,7620,2,3,7,2880,1440,1973,98115 - Seattle
11949,5430300171,20140703T000000,430000,3,1.5,1810,5080,1,3,7,1030,780,1958,98115 - Seattle
11950,5430300171,20150129T000000,615500,3,1.5,1810,5080,1,3,7,1030,780,1958,98115 - Seattle
11951,5437400100,20150331T000000,675000,4,2.5,2370,9679,2,3,8,2370,0,1984,98027 - Hobart
11952,5437400630,20141016T000000,625000,4,2.25,1920,8259,2,4,8,1920,0,1979,98027 - Hobart
11953,5437600010,20150406T000000,304000,3,2.5,1670,5298,2,3,8,1670,0,2002,98042 - Covington
11954,5437600140,20150110T000000,325000,4,2.5,2240,5105,2,4,8,2240,0,2002,98042 - Covington
11955,5437800020,20140808T000000,225000,3,1.75,1350,9793,1,4,7,1350,0,1968,98022 - Naco
11956,5437810360,20141107T000000,224500,3,1.75,1300,7735,1,4,7,1300,0,1980,98022 - Naco
11957,5437820020,20140807T000000,195000,3,1.75,1580,7875,1,3,7,1580,0,1979,98022 - Naco
11958,5437820080,20141124T000000,215000,3,1,1260,7897,1,3,7,1260,0,1979,98022 - Naco
11959,5437820250,20141110T000000,187000,2,1.75,1020,10346,1,4,6,1020,0,1983,98022 - Naco
11960,5437820310,20140523T000000,218000,3,1,960,9633,1,5,6,960,0,1982,98022 - Naco
11961,5438000060,20141103T000000,250000,3,2.25,1620,10850,1,3,7,1620,0,1966,98055 - Renton
11962,5438000080,20141210T000000,264950,3,1.5,1400,10853,1,4,7,1400,0,1964,98055 - Renton
11963,5438000160,20140609T000000,213400,3,1.5,1150,8686,1,4,7,1150,0,1963,98055 - Renton
11964,5438000280,20150415T000000,325000,3,1.75,2920,10573,1,4,7,2920,0,1964,98055 - Renton
11965,5445300050,20150408T000000,672000,3,2.25,1130,4445,1.5,4,8,1130,0,1930,98117 - Seattle
11966,5448300150,20150105T000000,550000,3,2.25,1950,26500,1,4,8,1570,380,1965,98006 - Bellevue
11967,5450300010,20140902T000000,572000,3,1.5,1680,13751,1,4,7,1680,0,1951,98040 - Mercer Island
11968,5450300020,20140618T000000,900000,6,3,3020,13783,2,3,8,3020,0,1952,98040 - Mercer Island
11969,5450300195,20150327T000000,830000,4,2.75,2090,13500,1,4,8,2090,0,1949,98040 - Mercer Island
11970,5450500010,20150313T000000,975000,4,2.25,2240,9990,2,4,10,2240,0,1967,98040 - Mercer Island
11971,5450900010,20140821T000000,993500,4,2.25,4070,23321,2,4,10,4070,0,1968,98040 - Mercer Island
11972,5450900060,20140923T000000,1480000,5,2.5,4570,19252,2,5,10,4570,0,1965,98040 - Mercer Island
11973,5450900140,20140508T000000,830000,5,3,3040,9601,1,5,9,1970,1070,1968,98040 - Mercer Island
11974,5451100220,20140513T000000,780000,3,1.75,2340,10495,1,4,8,2340,0,1967,98040 - Mercer Island
11975,5451100490,20150115T000000,884900,7,4.75,5370,10800,1.5,3,8,5370,0,1967,98040 - Mercer Island
11976,5451200110,20141204T000000,1080000,4,2.5,3000,10920,1,4,8,1550,1450,1969,98040 - Mercer Island
11977,5451200280,20150402T000000,1170000,5,2.75,3090,12031,1,5,9,1600,1490,1968,98040 - Mercer Island
11978,5451200370,20150209T000000,1170000,4,2.25,3080,10487,2,4,9,3080,0,1968,98040 - Mercer Island
11979,5451200520,20140612T000000,850000,4,2.25,2130,11843,2,4,9,2130,0,1972,98040 - Mercer Island
11980,5451200530,20140705T000000,825000,4,2.25,2110,12653,2,4,8,2110,0,1972,98040 - Mercer Island
11981,5451200600,20140602T000000,1250000,5,3.25,3160,13238,2,5,8,3160,0,1972,98040 - Mercer Island
11982,5451210100,20150423T000000,938000,4,2.5,2410,9886,1,5,8,1990,420,1975,98040 - Mercer Island
11983,5451210150,20140514T000000,955000,5,2.25,2510,9887,2,3,8,2510,0,1972,98040 - Mercer Island
11984,5451220150,20141112T000000,980000,4,2.25,3010,9800,2,4,9,3010,0,1973,98040 - Mercer Island
11985,5451220200,20140624T000000,998000,4,2.25,2420,10200,2,4,9,2420,0,1973,98040 - Mercer Island
11986,5452302195,20141230T000000,685000,3,2.5,1460,8800,1,4,7,1460,0,1956,98040 - Mercer Island
11987,5452800495,20150422T000000,899100,5,2.5,2410,15300,1,4,8,1400,1010,1975,98040 - Mercer Island
11988,5452800645,20140922T000000,865000,4,2.5,2260,13600,1,4,8,1770,490,1974,98040 - Mercer Island
11989,5452800735,20140722T000000,780000,4,2.5,2270,13449,1,4,9,1310,960,1975,98040 - Mercer Island
11990,5452800800,20140613T000000,890000,4,2.25,2770,13500,2,3,8,2770,0,1974,98040 - Mercer Island
11991,5453700020,20140825T000000,910000,3,2.25,2180,9865,1,4,8,1660,520,1966,98040 - Mercer Island
11992,5453700060,20150224T000000,875000,4,1.75,2180,9726,1,4,9,2180,0,1966,98040 - Mercer Island
11993,5453700140,20141208T000000,800000,3,1.75,1890,10292,1,4,8,1890,0,1969,98040 - Mercer Island
11994,5454000010,20141210T000000,740000,3,1.75,2020,9478,1,4,9,2020,0,1961,98040 - Mercer Island
11995,5454200080,20140811T000000,968000,4,1.75,2630,9645,1,4,9,2630,0,1963,98040 - Mercer Island
11996,5456000025,20141201T000000,1440000,5,3.5,3420,8000,2,3,10,3420,0,2006,98040 - Mercer Island
11997,5456000110,20150416T000000,865000,5,3,2830,8854,1,4,8,1500,1330,1979,98040 - Mercer Island
11998,5456000135,20140822T000000,677500,3,1.75,2020,9718,1,3,8,2020,0,1956,98040 - Mercer Island
11999,5456000280,20150310T000000,820000,5,2.5,3160,8000,1,4,7,1580,1580,1960,98040 - Mercer Island
12000,5457300478,20150513T000000,453500,2,1.75,1000,1760,1,4,6,600,400,1924,98109 - Seattle
12001,5457801925,20150411T000000,885000,4,3.75,2400,3520,1,3,7,1370,1030,1924,98109 - Seattle
12002,5458300580,20141001T000000,478000,2,2,1200,1867,1,3,7,600,600,1924,98109 - Seattle
12003,5458300685,20140520T000000,479000,3,2.5,1260,889,3,3,8,1260,0,2008,98109 - Seattle
12004,5458800125,20140514T000000,925000,4,2.5,2190,7350,2.5,5,8,2190,0,1958,98040 - Mercer Island
12005,5458800330,20140904T000000,645000,4,1.75,1550,7350,1.5,4,8,1550,0,1958,98040 - Mercer Island
12006,5458800415,20141105T000000,616000,3,1.5,1740,9840,1,4,8,1740,0,1963,98040 - Mercer Island
12007,5458800425,20150423T000000,795000,3,1.75,1930,9600,1,3,8,1930,0,1958,98040 - Mercer Island
12008,5458800620,20140924T000000,685000,3,1.75,1650,8400,1,3,8,1470,180,1959,98040 - Mercer Island
12009,5459000240,20140604T000000,785000,3,1.75,1670,9600,1,5,8,1670,0,1961,98040 - Mercer Island
12010,5459000305,20150408T000000,648752,3,2.25,2060,9953,1,5,8,1070,990,1964,98040 - Mercer Island
12011,5459300040,20140813T000000,715000,4,2.5,2450,7700,1,3,8,1250,1200,1958,98040 - Mercer Island
12012,5459500100,20140924T000000,680000,3,1.75,2330,9652,1,4,8,1590,740,1968,98040 - Mercer Island
12013,5459500165,20140708T000000,623000,3,1.75,2050,16313,1,2,8,2050,0,1973,98040 - Mercer Island
12014,5460500040,20150421T000000,1300000,5,4,4440,9270,1,5,10,2220,2220,1968,98040 - Mercer Island
12015,5460900120,20141208T000000,989900,5,2.25,3320,11350,1,5,8,1660,1660,1963,98040 - Mercer Island
12016,5462100240,20140625T000000,196500,3,1,1320,9000,1,3,7,1320,0,1966,98001 - Auburn
12017,5466000030,20140603T000000,328500,3,2.5,1950,8130,2,4,9,1950,0,1990,98042 - Covington
12018,5466300130,20140917T000000,160000,2,2.5,1660,2258,2,3,7,1660,0,1981,98042 - Covington
12019,5466310060,20150324T000000,139500,2,1.5,1230,1561,2,3,7,1230,0,1983,98042 - Covington
12020,5466310730,20140822T000000,165000,3,2.5,1660,2415,2,3,7,1660,0,1983,98042 - Covington
12021,5466350120,20150311T000000,256500,3,2,1320,8568,1,3,7,1320,0,1993,98042 - Covington
12022,5466350160,20150121T000000,205000,3,2.5,1600,7295,2,2,7,1600,0,1993,98042 - Covington
12023,5466380050,20141219T000000,304500,4,2.5,2030,5202,2,3,8,2030,0,2001,98031 - Kent
12024,5466400530,20140721T000000,261500,3,2.5,1740,6992,2,3,7,1740,0,1990,98042 - Covington
12025,5466400550,20141113T000000,210000,3,1.75,1260,6223,1,3,7,820,440,1983,98042 - Covington
12026,5466410030,20150410T000000,249000,3,2,1360,6082,1,3,7,1360,0,1994,98042 - Covington
12027,5466420030,20141007T000000,253000,3,2.5,2020,6564,1,3,7,1310,710,1994,98042 - Covington
12028,5466700290,20150108T000000,288000,3,2.25,2090,7500,1,4,7,1280,810,1977,98031 - Kent
12029,5466700360,20141023T000000,234000,4,2,1710,7455,1,3,7,1030,680,1975,98031 - Kent
12030,5466700450,20141015T000000,250000,4,1.75,1860,7350,1,4,7,1090,770,1977,98031 - Kent
12031,5466750140,20150427T000000,270000,3,2.25,1420,7800,1,4,7,1130,290,1985,98042 - Covington
12032,5467200055,20150307T000000,392500,4,2.75,2400,19923,1,5,7,1320,1080,1953,98042 - Covington
12033,5467500040,20150304T000000,390000,4,1.75,2180,7560,1,4,7,1560,620,1962,98133 - Seattle
12034,5467900070,20140502T000000,342000,3,2,1930,11947,1,4,8,1930,0,1966,98042 - Covington
12035,5467910020,20140516T000000,425000,3,2.5,2670,13218,1,4,10,2670,0,1988,98042 - Covington
12036,5467910140,20140528T000000,479900,3,2,1980,12150,1,3,9,1980,0,1994,98042 - Covington
12037,5467910190,20140527T000000,325000,3,1.75,1780,13095,1,4,9,1780,0,1983,98042 - Covington
12038,5468000180,20150305T000000,244950,4,2.5,1790,19177,1,4,7,1790,0,1966,98030 - Kent
12039,5468700105,20140805T000000,415000,3,1.75,2000,8400,1.5,4,8,2000,0,1959,98133 - Seattle
12040,5468730030,20140822T000000,265000,3,2,1320,8959,1,3,7,1320,0,1993,98042 - Covington
12041,5468730110,20140508T000000,270000,4,2.5,1810,6509,2,3,7,1810,0,1994,98042 - Covington
12042,5468730280,20141013T000000,290000,4,2.5,1850,5674,2,3,7,1850,0,1993,98042 - Covington
12043,5468750040,20150126T000000,415000,4,4,2740,8250,2,4,9,2740,0,1990,98042 - Covington
12044,5468750060,20141028T000000,328500,4,3,2290,8250,2,3,9,2290,0,1990,98042 - Covington
12045,5468760050,20150105T000000,270000,4,2.5,1600,9921,2,3,7,1600,0,2009,98042 - Covington
12046,5468770180,20140623T000000,285000,3,2.5,1660,6263,2,3,8,1660,0,2003,98042 - Covington
12047,5468770250,20140819T000000,303000,4,2.5,2100,6783,2,3,8,2100,0,2003,98042 - Covington
